"","date","ivv","iwm","vtv","iwf","efa","vwo","tlt","ief","emb","lqd","hyg","vnq","amj","igf","gnr","gld"
"1",2010-09-15,0.00371451313309601,0.00565471610912227,0.00207694996805241,0.00400080016006799,0.000369480878226414,0.000684150512630266,-0.0148347943358448,-0.00347897267916841,0.00384756320964885,-0.00161406025824218,-0.000901205363343038,0.00868088318671201,-0.00151561079564133,-0.00297619047627673,-0.00675273088417805,-0.000677288266787146
"2",2010-09-16,-0.000616794430810752,-0.00638794323459424,-0.00225733634394321,0.00179318589486654,-0.00480147737757364,-0.00455788514005062,-0.00987581891076927,-0.00349111818519354,-0.000273772586114607,-0.00314352434026588,0.001691284248025,-0.00523854069414875,-0.00151791135317236,-0.00119402984995043,0.0029994001204412,0.00556720994029369
"3",2010-09-17,0.000176335742982925,0.00415768401578576,-0.000617030028305487,0.00258552108049082,-0.00482464279078854,-0.000457875456563395,0.00404898281714039,0.00226687274682225,-0.000456412596781086,0.00324353545489586,0.00180099054519656,0.00300921572465063,0.000912131349620982,-0.00687387925942651,-0.0019956140353774,-0.000702078151327834
"4",2010-09-20,0.0160437235541742,0.0277948167466673,0.0159024490631139,0.0150763737359589,0.0173410404622276,0.016032982133229,0.00580308842300981,0.00308419862179998,-0.000182648401743757,0.00125729681100695,0.0015730337084543,0.0243765235314282,0.00698663426434543,0.0123382485696693,0.0113883567474538,0.00262962442539694
"5",2010-09-21,-0.00242929029960381,-0.00585624230669479,-0.00289084673176287,-0.00117256204741834,-0.000183284458129651,-0.000676284940911209,0.0138861725021282,0.00932663728550942,0.00118743149379896,0.00762400215346393,-0.00168274624138731,-0.0146439685147096,0.000904977372972571,0.00267538644602894,-0.000395022713529647,0.00912949467446134
"6",2010-09-22,-0.00443555400941376,-0.0118565210878498,-0.00670459162928505,-0.00332615926469182,-0.00146654445497907,0.000225580871556996,0.00896990740701553,0.00152315190995633,0.00310190676034705,-0.000623108421695107,-0.00404539835976625,-0.0135612112206133,0.00361663652821953,-0.00118588793279928,-0.00474214582020072,0.0015078168399334
"7",2010-09-23,-0.0082117585394148,-0.0120696081400917,-0.0112497443255074,-0.00544540636006408,-0.0108316504493365,-0.00541271989376235,0.00288691329716917,0.00141944641562608,0.000818553889174289,0.000712567917043216,-0.00259505810742722,-0.0246704331439916,-0.00600600600281931,-0.0118729593354426,-0.00714711137590696,0.00079239302694134
"8",2010-09-24,0.0196992601073145,0.0325215782979711,0.0197972693428485,0.0209900990104877,0.027839643653055,0.0174603174617165,-0.0134588988867865,-0.00496102055307657,0.000181752090066656,-0.00222518914064929,0.00395927601762613,0.0280363004435074,0.00302114803464115,0.0261339741667301,0.0216956608680243,0.00308788598574816
"9",2010-09-27,-0.00460309188781016,-0.00253769219227418,-0.00530937308435164,-0.00349107835553431,-0.00505597688577231,-0.00200579451896565,0.0173913043473559,0.00773300773276309,0.00536071233770663,0.00517395182827873,0.00169014084653907,-0.0123152709351336,0.00361445783150938,-0.00409836065503677,-0.00293570799536613,0.000236798484489764
"10",2010-09-28,0.00444987348327452,0.0098772822509352,0.00513241633983608,0.00447644997934948,0.00580762250350686,0.00669941938471719,0.00683760683767232,0.00333198707651605,0.00162675101738818,0.00177493787758087,0.00146231721006118,0.0040283905620826,0.00300120047859442,0.00676072898354252,0.00363333006094924,0.00891729797979801
"11",2010-09-29,-0.00251911049266595,0.00281564907985454,-0.00388071895436159,-0.000387521796661905,-0.00162396246940844,0.00354924578372251,-0.00415016034693938,-0.00241521586067395,0.00171433727392722,-0.000974486180423617,0.00235875547462161,-0.00783339702138885,0.00568521843324654,-0.0052554744551303,0.00038920322920788,0.000782166601486223
